"","focal","cub.mins","mom.mins","c","n","ba","bl","g","ca","cl","ma","ml","ua","ul","overlap","fas.date","location","fas.mom","hy.id","stop.fas","fas.format","dob","dob.event.status","dob.event.data","dob.error","dob.notes","dfs","dfs.event.status","dfs.event.data","dfs.error","dfs.notes","dengrad","dengrad.event.status","dengrad.event.data","dengrad.error","dengrad.notes","weaned","weaned.event.status","weaned.event.data","weaned.error","weaned.notes","change.clan","change.clan.event.status","change.clan.event.data","change.clan.error","change.clan.notes","change.clan2","change.clan2.event.status","change.clan2.event.data","change.clan2.error","change.clan2.notes","disappeared","disappeared.event.status","disappeared.event.data","disappeared.error","disappeared.notes","sex","status","mom","dad","number.littermates","litrank","fas.age.mon","fas.mon","migratn.seas.fas","fas.am.pm","dob.yr","mom.state","mom.cycle.start","mom.cycle.stop","mom.trimester","mom.parity","mom.cub1","mom.cub2","mom.parity.binary","fas.yr"
"104","j218",15,21,14,6,0,0,0,4,4,0,0,0,0,15,2013-03-04,"rbend d","ffl","chco",2013-03-04 21:04:00,"new","2013-01-22","","talek",NA,"","2013-02-12","","",NA,"","2013-12-26","","",17,"","2013-11-17","","",17,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ffl",NA,NA,NA,1.3,3,"none","pm",2013,"l",2013-01-23,2013-11-17,4,"e","chco",NA,"mult",2013
"105","j220",15,15,13,13,0,0,0,1,1,0,1,0,0,15,2013-02-24,"central park cd2","amaz","bncl",2013-02-24 06:11:00,"new","2012-11-03","","talek",NA,"","2012-12-01","","",NA,"","2013-07-29","","",1,"","2013-09-23","","",8.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-06-16","dls","dispersed",NA,"","m","r","amaz",NA,"twin",NA,3.7,2,"none","am",2012,"l",2012-11-04,2013-08-31,4,"b","bncl","spng","mult",2013
"106","j221",22,21,4,0,0,0,0,0,1,0,0,0,0,21,2013-02-24,"245m w- saga l btm","yog","hydg",2013-02-24 07:06:00,"new","2012-04-03","","talek",NA,"","2012-05-24","","",NA,"","2012-12-28","","",3.5,"","2013-06-06","","",11,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-03-10","dls","dispersed",NA,"","m","r","yog",NA,"twin",NA,10.7,2,"none","am",2012,"l",2012-04-04,2013-06-06,4,"e","helm","hydg","mult",2013
"107","j224",14,20,14,13,0,0,1,1,1,0,0,0,0,14,2013-02-24,"rbend d","tpe","grnc",2013-02-24 20:03:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-29","dls","inferred dead",NA,"","m","r","tpe",NA,"twin",NA,3.5,2,"none","pm",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"108","j226",24,25,22,14,0,0,0,5,6,2,4,2,0,24,2013-02-26,"central park cd2","amaz","bncl",2013-02-26 07:04:00,"new","2012-11-03","","talek",NA,"","2012-12-01","","",NA,"","2013-07-29","","",1,"","2013-09-23","","",8.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-06-16","dls","dispersed",NA,"","m","r","amaz",NA,"twin",NA,3.8,2,"none","am",2012,"l",2012-11-04,2013-08-31,4,"b","bncl","spng","mult",2013
"109","j227",17,18,17,17,0,0,0,1,1,0,1,0,0,17,2013-02-27,"rbend d","loki","rxp",2013-02-27 20:03:00,"new","2012-11-25","","talek",NA,"","2013-01-23","","",NA,"","2013-08-06","","",0.5,"","2013-11-02","","",12.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-12-26","dls","inferred dead",NA,"","f","r","loki",NA,"twin",NA,3.1,2,"none","pm",2012,"l",2012-11-26,2013-11-02,4,"c","rxp","tato","mult",2013
"110","j228",20,17,15,9,0,0,0,3,3,0,3,2,0,17,2013-02-27,"rbend d","tpe","grnc",2013-02-27 20:30:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-29","dls","inferred dead",NA,"","m","r","tpe",NA,"twin",NA,3.6,2,"none","pm",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"111","j229",32,32,32,32,0,0,3,0,0,0,0,0,0,32,2013-02-26,"central park cd2","juno","goof",2013-02-26 20:48:00,"new","2012-11-12","","talek.w",NA,"",NA,"","",NA,"",NA,"","",NA,"","2013-10-24","error","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","f","r","juno",NA,NA,NA,3.5,2,"none","pm",2012,"l",2012-11-13,2013-10-02,4,"c","goof",NA,"mult",2013
"112","j23",33,33,0,0,0,0,0,0,0,0,0,0,0,33,2012-07-31,"956m s _ south darting t (gps: 0728678e, 9839786n)","clov","nali",2012-07-31 09:41:00,"new","2011-11-04","","serena.s",NA,"","2011-12-05","","",NA,"","2012-05-22","","",NA,"dengrad info not in table, instead taken from tblhyenas","2012-10-05","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","m","r","clov",NA,"single",NA,8.9,7,"migration","am",2011,NA,NA,NA,NA,NA,NA,NA,NA,2012
"113","j231",28,28,28,24,0,0,0,1,0,0,1,0,0,28,2013-03-01,"central park cd2","amaz","bncl",2013-03-01 20:00:00,"new","2012-11-03","","talek",NA,"","2012-12-01","","",NA,"","2013-07-29","","",1,"","2013-09-23","","",8.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-06-16","dls","dispersed",NA,"","m","r","amaz",NA,"twin",NA,3.9,3,"none","pm",2012,"l",2012-11-04,2013-08-31,4,"b","bncl","spng","mult",2013
"114","j232",30,31,23,23,0,0,0,0,0,0,1,0,0,30,2013-03-01,"central park cd2","amaz","spng",2013-03-01 20:30:00,"new","2012-11-03","","talek",NA,"","2012-12-01","","",NA,"","2013-08-08","","",0.5,"","2013-09-22","","",7.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-01-01","dls","dispersed",NA,"","m","r","amaz",NA,"twin",NA,3.9,3,"none","pm",2012,"l",2012-11-04,2013-08-31,4,"b","bncl","spng","mult",2013
"115","j233",12,11,1,0,0,0,0,0,1,1,0,0,0,9,2013-03-02,"321m e _ dream camp","cart","kopa",2013-03-02 06:31:00,"new","2012-08-08","","talek",NA,"","2012-09-18","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-03-30","dls","inferred dead",NA,"","m","r","cart",NA,NA,NA,6.8,3,"none","am",2012,"l",2012-08-09,2013-04-29,4,"c","kopa","ppch","mult",2013
"116","j234",33,33,0,0,0,0,0,0,0,0,0,0,0,33,2013-03-02,"620m nw _ border t (gps: 0744741e, 9839026n)","yog","hydg",2013-03-02 18:45:00,"new","2012-04-03","","talek",NA,"","2012-05-24","","",NA,"","2012-12-28","","",3.5,"","2013-06-06","","",11,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-03-10","dls","dispersed",NA,"","m","r","yog",NA,"twin",NA,10.9,3,"none","pm",2012,"l",2012-04-04,2013-06-06,4,"e","helm","hydg","mult",2013
"117","j234.5",33,33,1,0,0,0,0,1,0,0,1,0,0,33,2013-03-02,"620m nw _ border t (gps: 0744741e, 9839026n)","yog","helm",2013-03-02 18:45:00,"new","2012-04-03","","talek",NA,"","2012-05-24","","",NA,"","2012-12-28","","",3.5,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-03-06","dls","inferred dead",NA,"","m","r","yog",NA,"twin",NA,10.9,3,"none","pm",2012,"l",2012-04-04,2013-06-06,4,"e","helm","hydg","mult",2013
"118","j236",30,29,28,28,0,0,10,0,0,0,1,0,0,29,2013-03-02,"central park cd2","amaz","bncl",2013-03-02 20:18:00,"new","2012-11-03","","talek",NA,"","2012-12-01","","",NA,"","2013-07-29","","",1,"","2013-09-23","","",8.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-06-16","dls","dispersed",NA,"","m","r","amaz",NA,"twin",NA,3.9,3,"none","pm",2012,"l",2012-11-04,2013-08-31,4,"b","bncl","spng","mult",2013
"119","j236.5",30,29,28,28,0,0,0,0,0,0,0,0,0,29,2013-03-02,"central park cd2","amaz","spng",2013-03-02 20:18:00,"new","2012-11-03","","talek",NA,"","2012-12-01","","",NA,"","2013-08-08","","",0.5,"","2013-09-22","","",7.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-01-01","dls","dispersed",NA,"","m","r","amaz",NA,"twin",NA,3.9,3,"none","pm",2012,"l",2012-11-04,2013-08-31,4,"b","bncl","spng","mult",2013
"120","j237",32,32,32,32,0,0,0,0,0,0,0,0,0,32,2013-03-02,"central park cd2","hel","chle",2013-03-02 21:00:00,"new","2012-10-04","","talek",NA,"","2012-11-04","","",NA,"","2013-06-07","","",6,"","2013-08-28","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-03-26","dls","fate unknown",NA,"","m","r","hel",NA,"twin","1",4.9,3,"none","pm",2012,"l",2012-10-05,2013-06-07,4,"f","chle","tica","mult",2013
"121","j238",19,19,13,12,0,0,0,0,0,0,1,0,0,19,2013-03-05,"central park cd2","hel","chle",2013-03-05 19:54:00,"new","2012-10-04","","talek",NA,"","2012-11-04","","",NA,"","2013-06-07","","",6,"","2013-08-28","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-03-26","dls","fate unknown",NA,"","m","r","hel",NA,"twin","1",5,3,"none","pm",2012,"l",2012-10-05,2013-06-07,4,"f","chle","tica","mult",2013
"122","j238.5",15,15,14,12,0,0,0,0,0,0,0,0,0,15,2013-03-05,"central park cd2","hel","tica",2013-03-05 19:50:00,"new","2012-10-04","","talek",NA,"","2012-11-04","","",NA,"","2013-07-29","","",1,"","2013-08-28","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-01-25","dls","dispersed",NA,"","m","r","hel",NA,"twin","2",5,3,"none","pm",2012,"l",2012-10-05,2013-06-07,4,"f","chle","tica","mult",2013
"123","j24",17,17,16,0,0,0,0,11,9,0,1,0,0,17,2012-08-03,"flashforward d","mtn","korb",2012-08-03 08:05:00,"new","2012-05-27","","serena.s",NA,"","2012-07-08","","",NA,"","2013-05-19","","",NA,"dengrad info not in table, instead taken from tblhyenas",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","m","r","mtn",NA,"twin",NA,2.2,8,"migration","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2012
"124","j240",21,27,2,0,0,0,0,0,1,1,0,0,0,21,2013-03-07,"160m e _ pee x (gps: 0747389e, 9837920n)","cart","kopa",2013-03-07 07:10:00,"new","2012-08-08","","talek",NA,"","2012-09-18","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-03-30","dls","inferred dead",NA,"","m","r","cart",NA,NA,NA,6.9,3,"none","am",2012,"l",2012-08-09,2013-04-29,4,"c","kopa","ppch","mult",2013
"125","j240.5",23,27,5,0,0,0,0,2,3,2,1,0,0,23,2013-03-07,"centre t","cart","ppch",2013-03-07 07:10:00,"new","2012-08-08","","talek",NA,"","2012-09-18","","",NA,"",NA,"dbg","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-07-27","dls","inferred dead",NA,"","m","r","cart",NA,NA,NA,6.9,3,"none","am",2012,"l",2012-08-09,2013-04-29,4,"c","kopa","ppch","mult",2013
"126","j242.5",7,9,7,5,0,0,3,0,0,0,0,0,0,7,2013-03-08,"central park cd2","buar","decm",2013-03-08 18:52:00,"new","2013-01-12","","talek",NA,"","2013-02-07","","",NA,"","2013-08-08","","",1,"","2013-10-31","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","buar",NA,"twin",NA,1.8,3,"none","pm",2013,"l",2013-01-13,2013-09-28,4,"a","byte","decm","prim",2013
"127","j243",16,18,16,15,0,0,0,0,0,0,0,0,0,16,2013-03-08,"central park cd2","mos","brgy",2013-03-08 19:25:00,"new","2012-12-06","","talek",NA,"","2012-12-27","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-04-30","dls","inferred dead",NA,"","u","r","mos",NA,"twin",NA,3,3,"none","pm",2012,"l",2012-12-07,2013-05-15,4,"h","brgy","fush","mult",2013
"128","j244",31,31,30,24,0,0,0,2,2,0,3,2,0,31,2013-03-08,"central park cd2","tpe","grnc",2013-03-08 20:15:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-29","dls","inferred dead",NA,"","m","r","tpe",NA,"twin",NA,3.9,3,"none","pm",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"129","j244.5",30,31,30,22,0,0,0,2,1,0,3,2,0,30,2013-03-08,"central park cd2","tpe","clou",2013-03-08 20:15:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-18","dead","starved",NA,"","m","r","tpe",NA,"twin",NA,3.9,3,"none","pm",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"130","j245",22,21,20,17,0,0,0,0,0,0,0,0,0,21,2013-03-08,"central park cd2","hel","chle",2013-03-08 20:44:00,"new","2012-10-04","","talek",NA,"","2012-11-04","","",NA,"","2013-06-07","","",6,"","2013-08-28","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-03-26","dls","fate unknown",NA,"","m","r","hel",NA,"twin","1",5.1,3,"none","pm",2012,"l",2012-10-05,2013-06-07,4,"f","chle","tica","mult",2013
"131","j245.5",22,21,18,17,0,0,0,0,1,0,0,0,0,21,2013-03-08,"central park cd2","hel","tica",2013-03-08 20:44:00,"new","2012-10-04","","talek",NA,"","2012-11-04","","",NA,"","2013-07-29","","",1,"","2013-08-28","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-01-25","dls","dispersed",NA,"","m","r","hel",NA,"twin","2",5.1,3,"none","pm",2012,"l",2012-10-05,2013-06-07,4,"f","chle","tica","mult",2013
"132","j246",28,33,29,19,0,0,4,2,0,3,5,1,0,28,2013-03-10,"rbend d","roos","gdfi",2013-03-10 06:52:00,"new","2012-11-25","","talek.w",NA,"",NA,"","",NA,"",NA,"","",NA,"","2013-10-12","error","",3.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","m","r","roos",NA,NA,NA,3.4,3,"none","am",2012,"l",2012-11-26,2013-10-12,4,"b","gdfi",NA,"mult",2013
"133","j247",5,5,4,0,0,0,0,1,1,1,0,0,1,5,2013-03-12,"rbend d","roos","gdfi",2013-03-12 05:56:00,"new","2012-11-25","","talek.w",NA,"",NA,"","",NA,"",NA,"","",NA,"","2013-10-12","error","",3.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","m","r","roos",NA,NA,NA,3.5,3,"none","am",2012,"l",2012-11-26,2013-10-12,4,"b","gdfi",NA,"mult",2013
"134","j248",33,33,33,30,0,0,0,4,1,0,3,1,0,33,2013-03-12,"central park cd2","cart","kopa",2013-03-12 07:10:00,"new","2012-08-08","","talek",NA,"","2012-09-18","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-03-30","dls","inferred dead",NA,"","m","r","cart",NA,NA,NA,7.1,3,"none","am",2012,"l",2012-08-09,2013-04-29,4,"c","kopa","ppch","mult",2013
"135","j249",32,32,24,22,0,0,0,0,1,0,0,0,0,32,2013-03-12,"central park cd2","cart","ppch",2013-03-12 07:41:00,"new","2012-08-08","","talek",NA,"","2012-09-18","","",NA,"",NA,"dbg","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-07-27","dls","inferred dead",NA,"","m","r","cart",NA,NA,NA,7.1,3,"none","am",2012,"l",2012-08-09,2013-04-29,4,"c","kopa","ppch","mult",2013
"136","j25",22,23,23,3,0,0,1,9,9,0,0,0,0,22,2012-08-03,"krakow d","sau","koal",2012-08-03 18:30:00,"new","2012-06-04","","serena.n",NA,"","2014-07-02","","",NA,"","2013-04-22","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-08-04","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-01-14","dls","",NA,"","m","r","sau",NA,"twin","1",2,8,"migration","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2012
"137","j251",33,34,33,33,0,0,0,0,0,0,0,0,0,33,2013-03-12,"central park cd2","tpe","grnc",2013-03-12 20:30:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-29","dls","inferred dead",NA,"","m","r","tpe",NA,"twin",NA,4,3,"none","pm",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"138","j252",33,33,33,32,0,0,0,0,0,0,0,0,0,33,2013-03-12,"central park cd2","hel","chle",2013-03-12 21:04:00,"new","2012-10-04","","talek",NA,"","2012-11-04","","",NA,"","2013-06-07","","",6,"","2013-08-28","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-03-26","dls","fate unknown",NA,"","m","r","hel",NA,"twin","1",5.2,3,"none","pm",2012,"l",2012-10-05,2013-06-07,4,"f","chle","tica","mult",2013
"139","j252.5",33,33,33,32,0,0,0,0,0,0,0,0,0,33,2013-03-12,"central park cd2","hel","tica",2013-03-12 21:04:00,"new","2012-10-04","","talek",NA,"","2012-11-04","","",NA,"","2013-07-29","","",1,"","2013-08-28","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-01-25","dls","dispersed",NA,"","m","r","hel",NA,"twin","2",5.2,3,"none","pm",2012,"l",2012-10-05,2013-06-07,4,"f","chle","tica","mult",2013
"140","j253",9,14,9,9,0,0,4,1,1,0,0,0,0,9,2013-03-13,"rbend d","ffl","chco",2013-03-13 18:49:00,"new","2013-01-22","","talek",NA,"","2013-02-12","","",NA,"","2013-12-26","","",17,"","2013-11-17","","",17,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ffl",NA,NA,NA,1.6,3,"none","pm",2013,"l",2013-01-23,2013-11-17,4,"e","chco",NA,"mult",2013
"141","j254",26,25,19,19,0,0,0,0,0,0,1,0,0,24,2013-03-15,"central park cd2","hel","chle",2013-03-15 20:16:00,"new","2012-10-04","","talek",NA,"","2012-11-04","","",NA,"","2013-06-07","","",6,"","2013-08-28","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-03-26","dls","fate unknown",NA,"","m","r","hel",NA,"twin","1",5.3,3,"none","pm",2012,"l",2012-10-05,2013-06-07,4,"f","chle","tica","mult",2013
"142","j255",26,21,21,21,0,0,0,0,0,3,2,0,0,21,2013-03-16,"rbend d","roos","gdfi",2013-03-16 20:40:00,"new","2012-11-25","","talek.w",NA,"",NA,"","",NA,"",NA,"","",NA,"","2013-10-12","error","",3.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","m","r","roos",NA,NA,NA,3.6,3,"none","pm",2012,"l",2012-11-26,2013-10-12,4,"b","gdfi",NA,"mult",2013
"143","j256",31,31,22,19,0,0,0,3,0,0,2,0,1,31,2013-03-17,"260m ne _ border t (gps: 0745537e, 9838914n))","yog","hydg",2013-03-17 19:23:00,"new","2012-04-03","","talek",NA,"","2012-05-24","","",NA,"","2012-12-28","","",3.5,"","2013-06-06","","",11,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-03-10","dls","dispersed",NA,"","m","r","yog",NA,"twin",NA,11.4,3,"none","pm",2012,"l",2012-04-04,2013-06-06,4,"e","helm","hydg","mult",2013
"144","j257",19,19,18,17,0,0,0,0,0,0,1,0,0,19,2013-03-18,"central park cd2","tpe","grnc",2013-03-18 06:34:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-29","dls","inferred dead",NA,"","m","r","tpe",NA,"twin",NA,4.2,3,"none","am",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"145","j257.5",19,19,18,16,0,0,0,0,0,0,1,0,0,19,2013-03-18,"central park cd2","tpe","clou",2013-03-18 06:34:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-18","dead","starved",NA,"","m","r","tpe",NA,"twin",NA,4.2,3,"none","am",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"146","j259",32,32,32,31,0,0,2,0,0,0,1,0,0,32,2013-03-18,"central park cd2","juno","goof",2013-03-18 20:05:00,"new","2012-11-12","","talek.w",NA,"",NA,"","",NA,"",NA,"","",NA,"","2013-10-24","error","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","f","r","juno",NA,NA,NA,4.1,3,"none","pm",2012,"l",2012-11-13,2013-10-02,4,"c","goof",NA,"mult",2013
"147","j261",11,10,8,8,0,0,0,0,0,0,1,0,0,10,2013-03-19,"rbend d","roos","gdfi",2013-03-19 06:50:00,"new","2012-11-25","","talek.w",NA,"",NA,"","",NA,"",NA,"","",NA,"","2013-10-12","error","",3.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","m","r","roos",NA,NA,NA,3.7,3,"none","am",2012,"l",2012-11-26,2013-10-12,4,"b","gdfi",NA,"mult",2013
"148","j262",22,22,22,21,0,0,5,0,0,0,1,0,0,22,2013-03-20,"central park cd2","juno","goof",2013-03-20 19:52:00,"new","2012-11-12","","talek.w",NA,"",NA,"","",NA,"",NA,"","",NA,"","2013-10-24","error","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","f","r","juno",NA,NA,NA,4.2,3,"none","pm",2012,"l",2012-11-13,2013-10-02,4,"c","goof",NA,"mult",2013
"149","j263",9,10,9,9,0,0,0,0,0,0,0,0,0,9,2013-03-21,"central park cd2","buar","decm",2013-03-21 19:05:00,"new","2013-01-12","","talek",NA,"","2013-02-07","","",NA,"","2013-08-08","","",1,"","2013-10-31","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","buar",NA,"twin",NA,2.2,3,"none","pm",2013,"l",2013-01-13,2013-09-28,4,"a","byte","decm","prim",2013
"150","j264",13,13,13,12,0,0,0,2,1,0,2,1,0,13,2013-03-21,"central park cd2","tpe","grnc",2013-03-21 19:35:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-29","dls","inferred dead",NA,"","m","r","tpe",NA,"twin",NA,4.3,3,"none","pm",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"151","j265",14,14,2,0,0,0,0,1,0,0,0,0,0,14,2013-03-22,"saga l, btm","cart","kopa",2013-03-22 07:02:00,"new","2012-08-08","","talek",NA,"","2012-09-18","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-03-30","dls","inferred dead",NA,"","m","r","cart",NA,NA,NA,7.4,3,"none","am",2012,"l",2012-08-09,2013-04-29,4,"c","kopa","ppch","mult",2013
"152","j265.5",13,14,0,0,0,0,0,0,0,0,0,0,0,13,2013-03-22,"190m w _ saga l, btm (gps: 0746220e, 9838569n)","cart","ppch",2013-03-22 07:02:00,"new","2012-08-08","","talek",NA,"","2012-09-18","","",NA,"",NA,"dbg","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-07-27","dls","inferred dead",NA,"","m","r","cart",NA,NA,NA,7.4,3,"none","am",2012,"l",2012-08-09,2013-04-29,4,"c","kopa","ppch","mult",2013
"153","j266",26,27,24,19,0,0,1,1,1,0,1,0,0,26,2013-03-23,"rbend d","amaz","spng",2013-03-23 19:24:00,"new","2012-11-03","","talek",NA,"","2012-12-01","","",NA,"","2013-08-08","","",0.5,"","2013-09-22","","",7.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-01-01","dls","dispersed",NA,"","m","r","amaz",NA,"twin",NA,4.6,3,"none","pm",2012,"l",2012-11-04,2013-08-31,4,"b","bncl","spng","mult",2013
"154","j267",32,32,31,31,0,0,0,0,1,0,0,0,0,32,2013-03-23,"rbend d","loki","tato",2013-03-23 20:02:00,"new","2012-11-25","","talek",NA,"","2013-01-23","","",NA,"","2013-08-06","","",0,"","2013-11-02","","",12.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","loki",NA,"twin",NA,3.9,3,"none","pm",2012,"l",2012-11-26,2013-11-02,4,"c","rxp","tato","mult",2013
"155","j268",10,13,10,9,0,0,0,0,1,0,0,0,0,10,2013-03-23,"rbend d","loki","rxp",2013-03-23 20:25:00,"new","2012-11-25","","talek",NA,"","2013-01-23","","",NA,"","2013-08-06","","",0.5,"","2013-11-02","","",12.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-12-26","dls","inferred dead",NA,"","f","r","loki",NA,"twin",NA,3.9,3,"none","pm",2012,"l",2012-11-26,2013-11-02,4,"c","rxp","tato","mult",2013
"156","j269",12,9,8,8,0,0,0,0,0,0,1,0,0,9,2013-03-24,"central park cd2","mos","brgy",2013-03-24 19:26:00,"new","2012-12-06","","talek",NA,"","2012-12-27","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-04-30","dls","inferred dead",NA,"","u","r","mos",NA,"twin",NA,3.5,3,"none","pm",2012,"l",2012-12-07,2013-05-15,4,"h","brgy","fush","mult",2013
"157","j27",32,32,32,32,0,0,0,0,0,0,0,0,0,32,2012-08-04,"krakow d","peep","drpy",2012-08-04 08:18:00,"new","2011-09-12","","serena.n",NA,"","2012-01-27","","",NA,"","2012-07-14","","",NA,"dengrad info not in table, instead taken from tblhyenas","2012-09-22","","",3,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-11-14","dls","double check: alive but with disappeared date",NA,"","m","r","peep",NA,"twin","2",10.7,8,"migration","am",2011,NA,NA,NA,NA,NA,NA,NA,NA,2012
"158","j270",9,11,6,6,0,0,3,0,0,1,0,0,0,7,2013-03-24,"rbend d","ffl","chco",2013-03-24 20:21:00,"new","2013-01-22","","talek",NA,"","2013-02-12","","",NA,"","2013-12-26","","",17,"","2013-11-17","","",17,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ffl",NA,NA,NA,2,3,"none","pm",2013,"l",2013-01-23,2013-11-17,4,"e","chco",NA,"mult",2013
