"","fecal.sample.id","androgens.ng.g","androgens.assay.by","androgens.year.assayed","androstenedione.ng.g","androstenedione.assay.by","androstenedione.year.assayed","corticosterone.ng.g","corticosterone.assay.by","corticosterone.year.assayed","estrogen.ng.g","estrogen.assay.by","estrogen.year.assayed","progesterone.ng.g","progesterone.assay.by","progesterone.date.assayed","testosterone.ng.g","testosterone.assay.by","testosterone.date.assayed","hy.id","kaycode","poop.date","poop.time","darting.date","dob","dob.event.status","dob.event.data","dob.error","dob.notes","dfs","dfs.event.status","dfs.event.data","dfs.error","dfs.notes","dengrad","dengrad.event.status","dengrad.event.data","dengrad.error","dengrad.notes","weaned","weaned.event.status","weaned.event.data","weaned.error","weaned.notes","change.clan","change.clan.event.status","change.clan.event.data","change.clan.error","change.clan.notes","change.clan2","change.clan2.event.status","change.clan2.event.data","change.clan2.error","change.clan2.notes","disappeared","disappeared.event.status","disappeared.event.data","disappeared.error","disappeared.notes","sex","status","mom","dad","number.littermates","litrank","dart.age.mon","fec.vs.dart","poop.from.dart.mon","poop.age.mon","poop.mon","migratn.seas","poop.am.pm","state","cycle.start","cycle.stop","trimester","parity","poop.yr","corticosterone.ng.g.log"
"282","3806",NA,NA,NA,NA,NA,NA,75.72,"jrg-um","2014",NA,NA,NA,NA,NA,NA,18.3,"tmm",2016-08-25,"nav","100",2012-09-21,2012-09-21 08:28:00,NA,"1992-11-07","","talek",NA,"","1992-11-29","","",NA,"","1993-06-08","","",0.5,"","1993-11-29","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-07-20","dls","inferred dead",NA,"","f","r","coch","en","1","2",NA,NA,NA,238.4,9,"migration","am","l",2008-11-14,2014-04-12,4,"i",2012,4.32704232634112
"283","3808",NA,NA,NA,NA,NA,NA,55.28,"jrg-um","2014",NA,NA,NA,NA,NA,NA,30.19,"tmm",2016-08-25,"parc","509",2012-09-22,2012-09-22 09:30:00,NA,"2008-07-22","","talek",NA,"","2008-08-08","","",NA,"","2009-05-04","","",3.5,"","2009-07-18","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","adon",NA,"1","2",NA,NA,NA,50,9,"migration","am","o",2012-05-16,2013-03-15,NA,NA,2012,4.01241117945941
"284","3811",NA,NA,NA,NA,NA,NA,77.02,"jrg-um","2014",NA,NA,NA,NA,NA,NA,52.55,"tmm",2016-08-25,"tilt","707",2012-09-27,2012-09-27 18:22:00,NA,"2008-07-20","","talek",NA,"","2008-07-26","","",NA,"","2009-05-04","","",0,"","2009-08-27","","",5.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ffl",NA,"1","1",NA,NA,NA,50.3,9,"migration","pm","l",2012-08-29,2013-08-06,4,"b",2012,4.34406512838676
"285","3813",NA,NA,NA,NA,NA,NA,16.69,"jrg-um","2014",NA,NA,NA,NA,NA,NA,11.48,"tmm",2016-08-25,"hex","727",2012-09-30,2012-09-30 17:42:00,NA,"2003-03-04","","talek",NA,"","2003-04-24","","",NA,"","2003-11-07","","",2,"","2004-01-17","","",9.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-04-13","dls","inferred dead",NA,"","f","r","bail",NA,NA,NA,NA,NA,NA,114.9,9,"migration","pm","o",2012-09-24,2013-04-01,NA,NA,2012,2.81480973767374
"286","3818",NA,NA,NA,NA,NA,NA,99.8,"jrg-um","2014",NA,NA,NA,NA,NA,NA,51.01,"tmm",2016-08-25,"roh","663",2012-10-13,2012-10-13 08:12:00,NA,"2006-12-01","","fig.tree",NA,"","2007-05-02","","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","arw",NA,"0",NA,NA,NA,NA,70.4,10,"migration","am","o",NA,NA,NA,NA,2012,4.60316818331742
"287","3823",NA,NA,NA,NA,NA,NA,480.65,"jrg-um","2014",NA,NA,NA,NA,NA,NA,93.72,"tmm",2016-08-25,"amaz","813",2012-10-20,2012-10-20 17:52:00,NA,"2009-02-15","","talek",NA,"","2009-06-03","","",NA,"","2009-11-19","","",5.5,"","2009-09-29","","",15,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hel",NA,"1","1",NA,NA,NA,44.1,10,"migration","pm","p",2012-09-28,2012-11-03,3,"b",2012,6.17513935451182
"288","3825",NA,NA,NA,NA,NA,NA,240.82,"jrg-um","2014",NA,NA,NA,NA,NA,NA,509.08,"tmm",2016-08-25,"buar","845",2012-10-24,2012-10-24 20:12:00,NA,"2009-12-18","","talek",NA,"","2010-01-30","","",NA,"","2010-08-03","","",0.5,"","2010-06-27","","",4.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hel",NA,"1","2",NA,NA,NA,34.2,10,"migration","pm","p",2012-09-24,2012-10-30,1,"a",2012,5.48404976646407
"289","3826",NA,NA,NA,NA,NA,NA,304.98,"jrg-um","2014",NA,NA,NA,NA,NA,NA,115.51,"tmm",2016-08-25,"peeb","666",2012-10-25,2012-10-25 18:09:00,NA,"2003-08-26","","mara.river",NA,"","2003-09-08","","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","eco",NA,"1","1",NA,NA,NA,110,10,"migration","pm","o",NA,NA,NA,NA,2012,5.72024620068687
"290","3827",NA,NA,NA,NA,NA,NA,124.12,"jrg-um","2014",NA,NA,NA,NA,NA,NA,33.14,"tmm",2016-08-25,"ttrs","667",2012-10-26,2012-10-26 06:49:00,NA,"2010-01-11","","mara.river",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","atar",NA,NA,NA,NA,NA,NA,33.5,10,"migration","am","o",NA,NA,NA,NA,2012,4.82124883958018
"291","3831",NA,NA,NA,NA,NA,NA,116.25,"jrg-um","2014",NA,NA,NA,NA,NA,NA,19.41,"tmm",2016-08-25,"ali","253",2012-11-10,2012-11-10 17:35:00,NA,"1997-08-04","","talek",NA,"","1997-09-07","","",NA,"","1998-08-18","","",11.5,"","1998-06-21","","",6.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-06-11","dls","double check: alive but with disappeared date",NA,"","f","r","bb","mike","1","1",NA,NA,NA,183.2,11,"none","pm","p",2012-11-03,2012-12-09,1,"k",2012,4.75574304446747
"292","3836",NA,NA,NA,NA,NA,NA,112.16,"jrg-um","2014",NA,NA,NA,NA,NA,NA,20.17,"tmm",2016-08-25,"wafl","1022",2012-11-13,2012-11-13 19:38:00,NA,"2007-08-01","","serena.n",NA,"","2008-07-24","","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","f","r",NA,NA,NA,NA,NA,NA,NA,63.4,11,"none","pm","o",NA,NA,NA,NA,2012,4.71992642328628
"293","3839",NA,NA,NA,NA,NA,NA,326.89,"jrg-um","2014",NA,NA,NA,NA,NA,NA,191.14,"tmm",2016-08-25,"boom","1019",2012-11-17,2012-11-17 06:08:00,NA,"2010-02-16","","happy.zebra",NA,"","2010-03-16","","",NA,"","2010-11-26","","",NA,"dengrad info not in table, instead taken from tblhyenas","2010-11-03","","",4.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-05-30","dls","fate unknown",NA,"","f","r","pike",NA,"1","1",NA,NA,NA,33,11,"none","am","o",NA,NA,NA,NA,2012,5.78962372286765
"294","3840",NA,NA,NA,NA,NA,NA,30.73,"jrg-um","2014",NA,NA,NA,NA,NA,NA,48.95,"tmm",2016-08-25,"amaz","813",2012-11-21,2012-11-21 06:20:00,NA,"2009-02-15","","talek",NA,"","2009-06-03","","",NA,"","2009-11-19","","",5.5,"","2009-09-29","","",15,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hel",NA,"1","1",NA,NA,NA,45.2,11,"none","am","l",2012-11-04,2013-08-31,4,"b",2012,3.42523937614239
"295","3844",NA,NA,NA,NA,NA,NA,62.67,"jrg-um","2014",NA,NA,NA,NA,NA,NA,68.13,"tmm",2016-08-25,"adon","355",2012-12-02,2012-12-02 18:08:00,NA,"2001-03-20","","talek",NA,"","2001-05-22","","",NA,"","2001-10-08","","",0.5,"","2001-12-06","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-12-04","dls","double check: alive but with disappeared date",NA,"","f","r","mrph",NA,"1","2",NA,NA,NA,140.4,12,"none","pm","p",2012-11-06,2012-12-12,1,"h",2012,4.13788286423658
"296","3846",NA,NA,NA,NA,NA,NA,83.15,"jrg-um","2014",NA,NA,NA,NA,NA,NA,11.58,"tmm",2016-08-29,"reb","671",2012-12-04,2012-12-04 07:16:00,2013-09-14,"2011-06-16","","talek",NA,"","2011-11-01","","",NA,"","2012-07-03","","",0.5,"","2012-11-22","","",6.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-02-17","dls","inferred dead",NA,"","f","r","ali",NA,NA,NA,27,"before",-9.3,17.6,12,"none","am","n",NA,NA,NA,NA,2012,4.42064620563894
"297","3847",NA,NA,NA,NA,NA,NA,77.13,"tmm","2018",NA,NA,NA,NA,NA,NA,24.96,"tmm",2016-08-25,"art","323",2012-12-04,2012-12-04 18:34:00,NA,"2000-03-24","","talek",NA,"","2000-05-30","","",NA,"","2000-09-30","","",1,"","2000-12-14","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-01-03","dead","humans (spear)",NA,"","f","r","mrph",NA,"1","1",NA,NA,NA,152.4,12,"none","pm","l",2012-10-13,2013-09-16,4,"h",2012,4.34549230994591
"298","3852",NA,NA,NA,NA,NA,NA,279.35,"jrg-um","2014",NA,NA,NA,NA,NA,NA,47.7,"tmm",2016-08-25,"tpe","919",2012-12-06,2012-12-06 06:03:00,NA,"2009-01-10","","talek",NA,"","2009-02-17","","",NA,"","2009-08-05","","",1.5,"","2009-10-29","","",4.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-05-28","dls","inferred dead",NA,"","f","r","mos",NA,"1","2",NA,NA,NA,46.8,12,"none","am","l",2012-11-11,2013-05-28,4,"a",2012,5.63246547590516
"299","3854",NA,NA,NA,NA,NA,NA,50.75,"jrg-um","2014",NA,NA,NA,NA,NA,NA,4.73,"tmm",2016-08-29,"ted","647",2012-12-08,2012-12-08 17:34:00,NA,"2010-10-30","","talek",NA,"","2011-01-22","","",NA,"","2011-05-25","","",1,"","2011-07-18","","",3.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2018-03-25","dls","double check: alive but with disappeared date",NA,"","f","r","aqua",NA,"1","2",NA,NA,NA,25.3,12,"none","pm","n",2012-10-30,2013-08-08,0,NA,2012,3.9269116179219
"300","3857",NA,NA,NA,NA,NA,NA,9.35,"jrg-um","2014",NA,NA,NA,NA,NA,NA,28.23,"tmm",2016-08-25,"juno","781",2012-12-15,2012-12-15 18:36:00,NA,"2008-04-20","","talek",NA,"","2008-05-20","","",NA,"","2009-01-28","","",NA,"","2009-02-24","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","mrph",NA,"1","1",NA,NA,NA,55.8,12,"none","pm","l",2012-11-13,2013-10-02,4,"c",2012,2.2353763433006
"301","3858",NA,NA,NA,NA,NA,NA,170.13,"jrg-um","2014",NA,NA,NA,NA,NA,NA,46.26,"tmm",2016-08-25,"art","323",2012-12-27,2012-12-27 17:41:00,NA,"2000-03-24","","talek",NA,"","2000-05-30","","",NA,"","2000-09-30","","",1,"","2000-12-14","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-01-03","dead","humans (spear)",NA,"","f","r","mrph",NA,"1","1",NA,NA,NA,153.1,12,"none","pm","l",2012-10-13,2013-09-16,4,"h",2012,5.13656285069405
"302","3859",NA,NA,NA,NA,NA,NA,24.52,"jrg-um","2014",NA,NA,NA,NA,NA,NA,7.78,"tmm",2016-08-25,"styr","675",2012-12-27,2012-12-27 18:52:00,2013-06-01,"2011-10-16","","talek",NA,"","2011-12-11","","",NA,"","2012-06-29","","",2.5,"","2012-10-27","","",3,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","pan",NA,"1","2",19.5,"before",-5.1,14.4,12,"none","pm","n",NA,NA,NA,NA,2012,3.19948911106801
"303","3860",NA,NA,NA,NA,NA,NA,21.37,"jrg-um","2014",NA,NA,NA,NA,NA,NA,31.34,"tmm",2016-08-25,"amaz","813",2012-12-28,2012-12-28 18:40:00,NA,"2009-02-15","","talek",NA,"","2009-06-03","","",NA,"","2009-11-19","","",5.5,"","2009-09-29","","",15,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hel",NA,"1","1",NA,NA,NA,46.4,12,"none","pm","l",2012-11-04,2013-08-31,4,"b",2012,3.06198806933106
"304","3861",NA,NA,NA,NA,NA,NA,144.38,"jrg-um","2014",NA,NA,NA,NA,NA,NA,19.16,"tmm",2016-08-25,"alls","673",2012-12-29,2012-12-29 07:20:00,2013-02-28,"2011-11-16","","talek",NA,"","2012-01-06","","",NA,"","2012-07-04","","",0,"","2012-09-23","","",10,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-05-04","dls","inferred dead",NA,"","f","r","hex",NA,"1","1",15.4,"before",-2,13.4,12,"none","am","n",NA,NA,NA,NA,2012,4.97244871271101
"305","3862",NA,NA,NA,NA,NA,NA,6.07,"jrg-um","2014",NA,NA,NA,NA,NA,NA,8.73,"tmm",2016-09-02,"lust","676",2013-01-04,2013-01-04 18:03:00,NA,"2011-09-06","","talek",NA,"","2011-12-23","","",NA,"","2012-07-07","","",0.5,"","2012-06-10","","",2.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","arg",NA,"1","2",NA,NA,NA,16,1,"none","pm","n",NA,NA,NA,NA,2013,1.80335860507141
"306","3868",NA,NA,NA,NA,NA,NA,7.36,"jrg-um","2014",NA,NA,NA,NA,NA,NA,5.42,"esp",2018-01-26,"hon","508",2013-01-21,2013-01-21 06:19:00,NA,"2008-04-18","","talek",NA,"","2008-05-18","","",NA,"","2008-12-03","","",8,"","2009-04-15","error","",57.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-04-03","dead","poison (april 2014 incident)",NA,"","f","r","mp",NA,"1","2",NA,NA,NA,57.1,1,"none","am","l",2012-10-14,2013-10-01,4,"a",2013,1.99605993274078
"307","3871",NA,NA,NA,NA,NA,NA,232.91,"jrg-um","2014",NA,NA,NA,NA,NA,NA,65.52,"tmm",2016-08-25,"baez","763",2013-01-25,2013-01-25 18:19:00,NA,"2004-10-16","","talek",NA,"","2005-02-13","","",NA,"","2005-07-02","","",1.5,"","2005-08-05","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","bail",NA,"1","1",NA,NA,NA,99.3,1,"none","pm","p",2013-01-14,2013-02-19,3,"c",2013,5.45065211285132
"308","3872",NA,NA,NA,NA,NA,NA,17.72,"jrg-um","2014",NA,NA,NA,NA,NA,NA,146.15,"tmm",2016-08-25,"c3po","631",2014-01-27,2014-01-27 17:59:00,NA,"2010-08-05","","fig.tree",NA,"","2010-11-05","","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","et",NA,"1",NA,NA,NA,NA,41.8,1,"none","pm","p",2014-01-20,2014-02-25,3,"a",2014,2.87469394517693
"309","3875",NA,NA,NA,NA,NA,NA,41.6,"jrg-um","2014",NA,NA,NA,NA,NA,NA,19.95,"tmm",2016-08-25,"tilt","707",2013-02-03,2013-02-03 06:19:00,NA,"2008-07-20","","talek",NA,"","2008-07-26","","",NA,"","2009-05-04","","",0,"","2009-08-27","","",5.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ffl",NA,"1","1",NA,NA,NA,54.5,2,"none","am","l",2012-08-29,2013-08-06,4,"b",2013,3.72810016726722
"310","3876",NA,NA,NA,NA,NA,NA,105.12,"jrg-um","2014",NA,NA,NA,NA,NA,NA,79.56,"tmm",2016-08-25,"pike","1008",2013-02-05,2013-02-05 06:37:00,NA,"2007-10-30","","happy.zebra",NA,"","2008-06-30","","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","fate unknown",NA,"","f","r","koi",NA,NA,NA,NA,NA,NA,63.2,2,"none","am","o",NA,NA,NA,NA,2013,4.6551025547363
"311","3878",NA,NA,NA,NA,NA,NA,177.65,"jrg-um","2014",NA,NA,NA,NA,NA,NA,12.3,"tmm",2016-08-25,"baez","763",2013-02-06,2013-02-06 18:41:00,NA,"2004-10-16","","talek",NA,"","2005-02-13","","",NA,"","2005-07-02","","",1.5,"","2005-08-05","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","bail",NA,"1","1",NA,NA,NA,99.7,2,"none","pm","p",2013-01-14,2013-02-19,3,"c",2013,5.17981532246704
"312","3880",NA,NA,NA,NA,NA,NA,206.02,"jrg-um","2014",NA,NA,NA,NA,NA,NA,7.15,"tmm",2016-08-25,"wafl","1022",2013-02-08,2013-02-08 06:15:00,NA,"2007-08-01","","serena.n",NA,"","2008-07-24","","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","f","r",NA,NA,NA,NA,NA,NA,NA,66.3,2,"none","am","o",NA,NA,NA,NA,2013,5.32797325145555
"313","3885",NA,NA,NA,NA,NA,NA,94.51,"jrg-um","2014",NA,NA,NA,NA,NA,NA,14.99,"tmm",2016-08-25,"arg","780",2013-02-17,2013-02-17 06:52:00,NA,"2005-11-25","","talek",NA,"","2005-12-21","","",NA,"","2006-09-09","","",6.5,"","2006-08-13","","",14,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-04-03","dead","humans (poison - april 2014)",NA,"","f","r","yog",NA,"0",NA,NA,NA,NA,86.8,2,"none","am","l",2012-10-29,2013-06-29,4,"d",2013,4.54870564900696
"314","3888",NA,NA,NA,NA,NA,NA,88.44,"jrg-um","2014",NA,NA,NA,NA,NA,NA,6.21,"tmm",2016-08-25,"ted","647",2013-02-27,2013-02-27 07:21:00,NA,"2010-10-30","","talek",NA,"","2011-01-22","","",NA,"","2011-05-25","","",1,"","2011-07-18","","",3.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2018-03-25","dls","double check: alive but with disappeared date",NA,"","f","r","aqua",NA,"1","2",NA,NA,NA,28,2,"none","am","n",2012-10-30,2013-08-08,0,NA,2013,4.48232435598925
"315","3889",NA,NA,NA,NA,NA,NA,40.67,"jrg-um","2014",NA,NA,NA,NA,NA,NA,40.49,"tmm",2016-09-02,"mos","749",2013-02-27,2013-02-27 07:56:00,NA,"2003-02-18","","talek",NA,"","2003-04-17","","",NA,"","2003-10-28","","",2,"","2004-02-12","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-05-15","dead","humans (us)",NA,"","f","r","mrph",NA,"1","2",NA,NA,NA,120.3,2,"none","am","l",2012-12-07,2013-05-15,4,"h",2013,3.70549071991913
"316","3890",NA,NA,NA,NA,NA,NA,265,"jrg-um","2014",NA,NA,NA,NA,NA,NA,10.26,"tmm",2016-08-25,"roos","363",2013-02-27,2013-02-27 08:31:00,2008-10-13,"2007-03-02","","talek",NA,"","2007-10-13","","",NA,"",NA,"","",NA,"","2008-07-24","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","nav",NA,NA,NA,19.4,"after",52.5,71.9,2,"none","am","l",2012-11-26,2013-10-12,4,"b",2013,5.57972982598622
"317","3893",NA,NA,NA,NA,NA,NA,21.08,"jrg-um","2014",NA,NA,NA,NA,NA,NA,34,"tmm",2016-08-25,"yog","367",2013-03-02,2013-03-02 17:58:00,NA,"2001-11-20","","talek",NA,"","2002-01-07","","",NA,"","2002-10-11","","",4.5,"","2003-04-06","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-05-13","dls","double check: alive but with disappeared date",NA,"","f","r","mp",NA,"0",NA,NA,NA,NA,135.3,3,"none","pm","l",2012-04-04,2013-06-06,4,"e",2013,3.04832472367316
"318","3894",NA,NA,NA,NA,NA,NA,141.46,"jrg-um","2014",NA,NA,NA,NA,NA,NA,27.23,"tmm",2016-08-25,"xnon","847",2013-03-02,2013-03-02 18:00:00,NA,"2010-01-13","","talek",NA,"","2010-04-06","","",NA,"","2010-10-09","","",4,"","2010-09-14","","",8,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-04-12","dead","poison (april 2014 incident)",NA,"","f","r","yog",NA,"1","1",NA,NA,NA,37.6,3,"none","pm","n",2012-01-13,2013-04-12,0,NA,2013,4.95201699160784
"319","3898",NA,NA,NA,NA,NA,NA,31.5,"tmm","2018",NA,NA,NA,NA,NA,NA,8.72,"tmm",2016-08-25,"gala","658",2013-03-05,2013-03-05 06:39:00,2013-09-04,"2012-01-06","","talek",NA,"","2012-01-08","","",NA,"","2012-09-15","","",1,"","2012-07-17","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-04-12","dead","humans (poison - april 2014)",NA,"","f","r","hel",NA,"0",NA,19.9,"before",-6,13.9,3,"none","am","n",NA,NA,NA,NA,2013,3.44998754583159
"320","3899",NA,NA,NA,NA,NA,NA,13.1,"jrg-um","2014",NA,NA,NA,NA,NA,NA,97.17,"tmm",2016-08-25,"hex","727",2013-03-07,2013-03-07 18:00:00,NA,"2003-03-04","","talek",NA,"","2003-04-24","","",NA,"","2003-11-07","","",2,"","2004-01-17","","",9.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-04-13","dls","inferred dead",NA,"","f","r","bail",NA,NA,NA,NA,NA,NA,120.1,3,"none","pm","o",2012-09-24,2013-04-01,NA,NA,2013,2.57261223020711
"321","3903",NA,NA,NA,NA,NA,NA,38.01,"jrg-um","2014",NA,NA,NA,NA,NA,NA,37.89,"tmm",2016-08-25,"xnon","847",2013-03-15,2013-03-15 18:48:00,NA,"2010-01-13","","talek",NA,"","2010-04-06","","",NA,"","2010-10-09","","",4,"","2010-09-14","","",8,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-04-12","dead","poison (april 2014 incident)",NA,"","f","r","yog",NA,"1","1",NA,NA,NA,38,3,"none","pm","n",2012-01-13,2013-04-12,0,NA,2013,3.63784928300116
"322","3906",NA,NA,NA,NA,NA,NA,14.66,"jrg-um","2014",NA,NA,NA,NA,NA,NA,12.19,"tmm",2016-08-25,"arg","780",2013-03-21,2013-03-21 18:22:00,NA,"2005-11-25","","talek",NA,"","2005-12-21","","",NA,"","2006-09-09","","",6.5,"","2006-08-13","","",14,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-04-03","dead","humans (poison - april 2014)",NA,"","f","r","yog",NA,"0",NA,NA,NA,NA,87.8,3,"none","pm","l",2012-10-29,2013-06-29,4,"d",2013,2.68512269645851
"323","3908",NA,NA,NA,NA,NA,NA,48.45,"jrg-um","2014",NA,NA,NA,NA,NA,NA,42,"tmm",2016-08-25,"neon","652",2013-03-24,2013-03-24 07:28:00,2012-06-15,"2010-12-26","","talek",NA,"","2011-04-27","","",NA,"","2011-11-18","","",1,"","2011-12-05","","",17,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","yog",NA,"0",NA,17.6,"after",9.3,26.9,3,"none","am","n",2012-12-26,2013-12-02,0,NA,2013,3.88053233833678
"324","3912",NA,NA,NA,NA,NA,NA,251.49,"jrg-um","2014",NA,NA,NA,NA,NA,NA,35.24,"tmm",2016-08-25,"buar","845",2013-03-30,2013-03-30 06:38:00,NA,"2009-12-18","","talek",NA,"","2010-01-30","","",NA,"","2010-08-03","","",0.5,"","2010-06-27","","",4.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hel",NA,"1","2",NA,NA,NA,39.4,3,"none","am","l",2013-01-13,2013-09-28,4,"a",2013,5.52740322731788
"325","3914",NA,NA,NA,NA,NA,NA,47.56,"jrg-um","2014",NA,NA,NA,NA,NA,NA,18.65,"tmm",2016-08-25,"hel","604",2013-04-06,2013-04-06 06:59:00,NA,"2006-02-01","","talek",NA,"","2006-06-08","","",NA,"","2006-11-11","","",1,"","2006-12-30","","",19.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","mrph",NA,NA,NA,NA,NA,NA,86.1,4,"none","am","l",2012-10-05,2013-06-07,4,"f",2013,3.86199207182258
"326","3916",NA,NA,NA,NA,NA,NA,159.84,"jrg-um","2014",NA,NA,NA,NA,NA,NA,19.53,"tmm",2016-08-25,"brph","1062",2013-04-11,2013-04-11 18:14:00,NA,"2009-07-11","","serena.s",NA,"","2009-09-02","","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-09-17","dls","fate unknown",NA,"","f","r",NA,NA,NA,NA,NA,NA,NA,45,4,"none","pm","n",2011-07-11,2016-09-17,0,NA,2013,5.07417331490024
"327","3917",NA,NA,NA,NA,NA,NA,255.5,"jrg-um","2014",NA,NA,NA,NA,NA,NA,36.11,"tmm",2016-08-25,"baez","763",2013-04-14,2013-04-14 17:46:00,NA,"2004-10-16","","talek",NA,"","2005-02-13","","",NA,"","2005-07-02","","",1.5,"","2005-08-05","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","bail",NA,"1","1",NA,NA,NA,101.9,4,"none","pm","l",2013-02-20,2013-08-31,4,"c",2013,5.54322240964376
"328","3918",NA,NA,NA,NA,NA,NA,66.14,"jrg-um","2014",NA,NA,NA,NA,NA,NA,5.9,"tmm",2016-08-25,"styr","675",2013-04-15,2013-04-15 08:40:00,2013-06-01,"2011-10-16","","talek",NA,"","2011-12-11","","",NA,"","2012-06-29","","",2.5,"","2012-10-27","","",3,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","pan",NA,"1","2",19.5,"before",-1.5,18,4,"none","am","n",NA,NA,NA,NA,2013,4.19177370755365
"329","3919",NA,NA,NA,NA,NA,NA,33.96,"tmm","2018",NA,NA,NA,NA,NA,NA,8.24,"tmm",2016-08-25,"baez","763",2013-04-15,2013-04-15 17:58:00,NA,"2004-10-16","","talek",NA,"","2005-02-13","","",NA,"","2005-07-02","","",1.5,"","2005-08-05","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","bail",NA,"1","1",NA,NA,NA,101.9,4,"none","pm","l",2013-02-20,2013-08-31,4,"c",2013,3.52518336144315
